department,sector,nivel,year,gender,indicator,value
Tarija,Total,Total,2021,Mujeres,Tasa Abandono,1.5964759272125193
Tarija,Público,Total,2021,Mujeres,Tasa Abandono,1.6880240468280363
Tarija,Privado,Total,2021,Mujeres,Tasa Abandono,0.29285875197116495
Santa Cruz,Total,Total,2021,Mujeres,Tasa Abandono,1.719969449741257
Santa Cruz,Público,Total,2021,Mujeres,Tasa Abandono,1.7701287911447883
Santa Cruz,Privado,Total,2021,Mujeres,Tasa Abandono,1.3309121509400506
Beni,Total,Total,2021,Mujeres,Tasa Abandono,2.6877448697224504
Beni,Público,Total,2021,Mujeres,Tasa Abandono,2.856003662300462
Beni,Privado,Total,2021,Mujeres,Tasa Abandono,0.5302026131414505
Pando,Total,Total,2021,Mujeres,Tasa Abandono,3.9344078800089424
Pando,Público,Total,2021,Mujeres,Tasa Abandono,4.119605278801568
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,0.9560229445506694
Pando,Total,INICIAL,2021,Mujeres,Tasa Abandono,0.8580176793158888
Pando,Público,Total,2021,Mujeres,Tasa Abandono,0.809848576852517
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,1.3019912807823757
Chuquisaca,Total,Total,2021,Mujeres,Tasa Abandono,0.9689698927211896
Chuquisaca,Público,Total,2021,Mujeres,Tasa Abandono,1.012246938265435
Chuquisaca,Privado,Total,2021,Mujeres,Tasa Abandono,0.4497751124437781
La Paz,Total,Total,2021,Mujeres,Tasa Abandono,0.859799964906127
La Paz,Público,Total,2021,Mujeres,Tasa Abandono,0.869757499815724
La Paz,Privado,Total,2021,Mujeres,Tasa Abandono,0.776937231649969
Cochabamba,Total,Total,2021,Mujeres,Tasa Abandono,0.9747232777135285
Cochabamba,Público,Total,2021,Mujeres,Tasa Abandono,0.8878067053755408
Cochabamba,Privado,Total,2021,Mujeres,Tasa Abandono,1.624649859943977
Oruro,Total,Total,2021,Mujeres,Tasa Abandono,0.6170834686586553
Oruro,Público,Total,2021,Mujeres,Tasa Abandono,0.56035489143124
Oruro,Privado,Total,2021,Mujeres,Tasa Abandono,1.3412816691505214
Potosí,Total,Total,2021,Mujeres,Tasa Abandono,0.6241426611797009
Potosí,Público,Total,2021,Mujeres,Tasa Abandono,0.5951537480515817
Potosí,Privado,Total,2021,Mujeres,Tasa Abandono,1.5021459227467815
Tarija,Total,Total,2021,Mujeres,Tasa Abandono,0.7158351409978306
Tarija,Público,Total,2021,Mujeres,Tasa Abandono,0.6949270326615714
Tarija,Privado,Total,2021,Mujeres,Tasa Abandono,1.0238907849829353
Santa Cruz,Total,Total,2021,Mujeres,Tasa Abandono,0.8318216008141222
Santa Cruz,Público,Total,2021,Mujeres,Tasa Abandono,0.7100383872343627
Santa Cruz,Privado,Total,2021,Mujeres,Tasa Abandono,1.7399438727782977
Beni,Total,Total,2021,Mujeres,Tasa Abandono,1.159102000976086
Beni,Público,Total,2021,Mujeres,Tasa Abandono,1.184298070525616
Beni,Privado,Total,2021,Mujeres,Tasa Abandono,0.8810572687224674
Pando,Total,Total,2021,Mujeres,Tasa Abandono,1.2997562956945559
Pando,Público,Total,2021,Mujeres,Tasa Abandono,1.310782241014798
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,1.0309278350515463
Pando,Total,PRIMARIA,2021,Mujeres,Tasa Abandono,1.0496742695003791
Pando,Público,Total,2021,Mujeres,Tasa Abandono,1.0810933541789014
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,0.7381319953685843
Chuquisaca,Total,Total,2021,Mujeres,Tasa Abandono,1.0205516039247702
Chuquisaca,Público,Total,2021,Mujeres,Tasa Abandono,1.1071472505843327
Chuquisaca,Privado,Total,2021,Mujeres,Tasa Abandono,0.09826400262037346
La Paz,Total,Total,2021,Mujeres,Tasa Abandono,0.919675237789626
La Paz,Público,Total,2021,Mujeres,Tasa Abandono,0.9750901343821613
La Paz,Privado,Total,2021,Mujeres,Tasa Abandono,0.48613707997222105
Cochabamba,Total,Total,2021,Mujeres,Tasa Abandono,0.8123278880287209
Cochabamba,Público,Total,2021,Mujeres,Tasa Abandono,0.8365646991239415
Cochabamba,Privado,Total,2021,Mujeres,Tasa Abandono,0.5814450619923046
Oruro,Total,Total,2021,Mujeres,Tasa Abandono,0.8143980603649249
Oruro,Público,Total,2021,Mujeres,Tasa Abandono,0.8575752480242114
Oruro,Privado,Total,2021,Mujeres,Tasa Abandono,0.28735632183908044
Potosí,Total,Total,2021,Mujeres,Tasa Abandono,1.0596415630202731
Potosí,Público,Total,2021,Mujeres,Tasa Abandono,1.0857960153905044
Potosí,Privado,Total,2021,Mujeres,Tasa Abandono,0.14144271570014144
Tarija,Total,Total,2021,Mujeres,Tasa Abandono,1.2386328002508602
Tarija,Público,Total,2021,Mujeres,Tasa Abandono,1.3045811254946669
Tarija,Privado,Total,2021,Mujeres,Tasa Abandono,0.28957528957528966
Santa Cruz,Total,Total,2021,Mujeres,Tasa Abandono,1.14130125909967
Santa Cruz,Público,Total,2021,Mujeres,Tasa Abandono,1.1150359865619397
Santa Cruz,Privado,Total,2021,Mujeres,Tasa Abandono,1.3690416708304163
Beni,Total,Total,2021,Mujeres,Tasa Abandono,1.6301428724889866
Beni,Público,Total,2021,Mujeres,Tasa Abandono,1.722362096589605
Beni,Privado,Total,2021,Mujeres,Tasa Abandono,0.21891418563922946
Pando,Total,Total,2021,Mujeres,Tasa Abandono,2.533185840707963
Pando,Público,Total,2021,Mujeres,Tasa Abandono,2.64544071169378
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,0.6036217303822938
Pando,Total,SECUNDARIA,2021,Mujeres,Tasa Abandono,2.6629163225984076
Pando,Público,Total,2021,Mujeres,Tasa Abandono,2.898813438059823
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,0.7126572389713562
Chuquisaca,Total,Total,2021,Mujeres,Tasa Abandono,3.6897640970495376
Chuquisaca,Público,Total,2021,Mujeres,Tasa Abandono,4.014842300556595
Chuquisaca,Privado,Total,2021,Mujeres,Tasa Abandono,0.5698005698005691
La Paz,Total,Total,2021,Mujeres,Tasa Abandono,1.9911562311938933
La Paz,Público,Total,2021,Mujeres,Tasa Abandono,2.217604297170979
La Paz,Privado,Total,2021,Mujeres,Tasa Abandono,0.44946115736248127
Cochabamba,Total,Total,2021,Mujeres,Tasa Abandono,2.3868231581023815
Cochabamba,Público,Total,2021,Mujeres,Tasa Abandono,2.593807360154076
Cochabamba,Privado,Total,2021,Mujeres,Tasa Abandono,0.6424344885883343
Oruro,Total,Total,2021,Mujeres,Tasa Abandono,1.658194566170023
Oruro,Público,Total,2021,Mujeres,Tasa Abandono,1.786736914442787
Oruro,Privado,Total,2021,Mujeres,Tasa Abandono,0.21440823327615768
Potosí,Total,Total,2021,Mujeres,Tasa Abandono,4.015918958031835
Potosí,Público,Total,2021,Mujeres,Tasa Abandono,4.190951984457403
Potosí,Privado,Total,2021,Mujeres,Tasa Abandono,0.2189381499726326
Tarija,Total,Total,2021,Mujeres,Tasa Abandono,2.3324164437243353
Tarija,Público,Total,2021,Mujeres,Tasa Abandono,2.4961628564504323
Tarija,Privado,Total,2021,Mujeres,Tasa Abandono,0.05614823133071311
Santa Cruz,Total,Total,2021,Mujeres,Tasa Abandono,2.691161169659335
Santa Cruz,Público,Total,2021,Mujeres,Tasa Abandono,2.9094788218875878
Santa Cruz,Privado,Total,2021,Mujeres,Tasa Abandono,1.181937569451459
Beni,Total,Total,2021,Mujeres,Tasa Abandono,4.570848146267155
Beni,Público,Total,2021,Mujeres,Tasa Abandono,4.922772277227732
Beni,Privado,Total,2021,Mujeres,Tasa Abandono,0.7340241796200353
Pando,Total,Total,2021,Mujeres,Tasa Abandono,6.943135406848882
Pando,Público,Total,2021,Mujeres,Tasa Abandono,7.372336827866081
Pando,Privado,Total,2021,Mujeres,Tasa Abandono,1.327433628318585
BOLIVIA,Total,Total,2022,Total,Tasa Abandono,1.829462912961062
BOLIVIA,Público,Total,2022,Total,Tasa Abandono,1.945227232274329
BOLIVIA,Privado,Total,2022,Total,Tasa Abandono,0.8046088530392795
Chuquisaca,Total,Total,2022,Total,Tasa Abandono,2.2333600641539926
Chuquisaca,Público,Total,2022,Total,Tasa Abandono,2.3925724000468853
Chuquisaca,Privado,Total,2022,Total,Tasa Abandono,0.5843958712811157
La Paz,Total,Total,2022,Total,Tasa Abandono,1.516105418263627
La Paz,Público,Total,2022,Total,Tasa Abandono,1.6432465284172442
La Paz,Privado,Total,2022,Total,Tasa Abandono,0.5976073531205293
Cochabamba,Total,Total,2022,Total,Tasa Abandono,1.6631254365429182
Cochabamba,Público,Total,2022,Total,Tasa Abandono,1.775462906092071
Cochabamba,Privado,Total,2022,Total,Tasa Abandono,0.7012253913714214
Oruro,Total,Total,2022,Total,Tasa Abandono,1.6667943636857574
Oruro,Público,Total,2022,Total,Tasa Abandono,1.7651724007704237
Oruro,Privado,Total,2022,Total,Tasa Abandono,0.5011634150707003
Potosí,Total,Total,2022,Total,Tasa Abandono,2.2483557173056226
Potosí,Público,Total,2022,Total,Tasa Abandono,2.3069245223780586
Potosí,Privado,Total,2022,Total,Tasa Abandono,0.5854177754124534
Tarija,Total,Total,2022,Total,Tasa Abandono,1.6302972001417684
Tarija,Público,Total,2022,Total,Tasa Abandono,1.7243522028210976
Tarija,Privado,Total,2022,Total,Tasa Abandono,0.35740565541890035
Santa Cruz,Total,Total,2022,Total,Tasa Abandono,1.8522495370603305
Santa Cruz,Público,Total,2022,Total,Tasa Abandono,1.941757035997336
Santa Cruz,Privado,Total,2022,Total,Tasa Abandono,1.187756494412683
Beni,Total,Total,2022,Total,Tasa Abandono,2.7968282582853354
Beni,Público,Total,2022,Total,Tasa Abandono,2.960482250502322
Beni,Privado,Total,2022,Total,Tasa Abandono,0.7366645957220195
Pando,Total,Total,2022,Total,Tasa Abandono,3.2827608312409913
Pando,Público,Total,2022,Total,Tasa Abandono,3.430619559651815
Pando,Privado,Total,2022,Total,Tasa Abandono,1.007005253940456
Pando,Total,INICIAL,2022,Total,Tasa Abandono,1.6015657225109594
Pando,Público,Total,2022,Total,Tasa Abandono,1.573984610920303
Pando,Privado,Total,2022,Total,Tasa Abandono,1.8295897922598363
Chuquisaca,Total,Total,2022,Total,Tasa Abandono,1.7072736973146017
Chuquisaca,Público,Total,2022,Total,Tasa Abandono,1.7498713329902185
Chuquisaca,Privado,Total,2022,Total,Tasa Abandono,1.2075471698113216
La Paz,Total,Total,2022,Total,Tasa Abandono,1.453867043472499
La Paz,Público,Total,2022,Total,Tasa Abandono,1.4508469506039017
La Paz,Privado,Total,2022,Total,Tasa Abandono,1.4772617553345586
Cochabamba,Total,Total,2022,Total,Tasa Abandono,1.584722311603064
Cochabamba,Público,Total,2022,Total,Tasa Abandono,1.5908461751407212
Cochabamba,Privado,Total,2022,Total,Tasa Abandono,1.543093714715845
Oruro,Total,Total,2022,Total,Tasa Abandono,1.424189307624888
Oruro,Público,Total,2022,Total,Tasa Abandono,1.4589093476086803
Oruro,Privado,Total,2022,Total,Tasa Abandono,0.9546539379474935
Potosí,Total,Total,2022,Total,Tasa Abandono,1.278063294563159
Potosí,Público,Total,2022,Total,Tasa Abandono,1.2595073616635266
Potosí,Privado,Total,2022,Total,Tasa Abandono,1.8599562363238515
Tarija,Total,Total,2022,Total,Tasa Abandono,1.3367247537612283
Tarija,Público,Total,2022,Total,Tasa Abandono,1.3501767398736728
Tarija,Privado,Total,2022,Total,Tasa Abandono,1.146601146601147
Santa Cruz,Total,Total,2022,Total,Tasa Abandono,1.792399197657335
Santa Cruz,Público,Total,2022,Total,Tasa Abandono,1.6833252224260349
Santa Cruz,Privado,Total,2022,Total,Tasa Abandono,2.4602689486552585
Beni,Total,Total,2022,Total,Tasa Abandono,1.9576324702910657
Beni,Público,Total,2022,Total,Tasa Abandono,1.9846270161290365
Beni,Privado,Total,2022,Total,Tasa Abandono,1.6806722689075644
Pando,Total,Total,2022,Total,Tasa Abandono,2.880741337630941
Pando,Público,Total,2022,Total,Tasa Abandono,2.8013582342954138
Pando,Privado,Total,2022,Total,Tasa Abandono,4.365079365079366
Pando,Total,PRIMARIA,2022,Total,Tasa Abandono,1.1624107618445096
Pando,Público,Total,2022,Total,Tasa Abandono,1.2122383456066368
Pando,Privado,Total,2022,Total,Tasa Abandono,0.6802045957706688
Chuquisaca,Total,Total,2022,Total,Tasa Abandono,1.095207417159193
Chuquisaca,Público,Total,2022,Total,Tasa Abandono,1.1647662049437575
Chuquisaca,Privado,Total,2022,Total,Tasa Abandono,0.34613482775671695
La Paz,Total,Total,2022,Total,Tasa Abandono,1.0072019236756167
La Paz,Público,Total,2022,Total,Tasa Abandono,1.0686899993962269
La Paz,Privado,Total,2022,Total,Tasa Abandono,0.5389665125545999
Cochabamba,Total,Total,2022,Total,Tasa Abandono,0.9371767845440813
Cochabamba,Público,Total,2022,Total,Tasa Abandono,0.9805549486563213
Cochabamba,Privado,Total,2022,Total,Tasa Abandono,0.5313930673642916
Oruro,Total,Total,2022,Total,Tasa Abandono,0.9946162971073962
Oruro,Público,Total,2022,Total,Tasa Abandono,1.0284849182971565
Oruro,Privado,Total,2022,Total,Tasa Abandono,0.581745235707121
Potosí,Total,Total,2022,Total,Tasa Abandono,1.1828018878784405
Potosí,Público,Total,2022,Total,Tasa Abandono,1.2034848649664203
Potosí,Privado,Total,2022,Total,Tasa Abandono,0.5126561999359178
Tarija,Total,Total,2022,Total,Tasa Abandono,1.103031043754582
Tarija,Público,Total,2022,Total,Tasa Abandono,1.1674171101105233
Tarija,Privado,Total,2022,Total,Tasa Abandono,0.20543254964619967
Santa Cruz,Total,Total,2022,Total,Tasa Abandono,1.338828500324069
Santa Cruz,Público,Total,2022,Total,Tasa Abandono,1.3746493523739027
Santa Cruz,Privado,Total,2022,Total,Tasa Abandono,1.0360149672591226
Beni,Total,Total,2022,Total,Tasa Abandono,1.7465511709977524
Beni,Público,Total,2022,Total,Tasa Abandono,1.8319836669818301
Beni,Privado,Total,2022,Total,Tasa Abandono,0.4854368932038834
Pando,Total,Total,2022,Total,Tasa Abandono,1.6959831976896766
Pando,Público,Total,2022,Total,Tasa Abandono,1.7572241437018812
Pando,Privado,Total,2022,Total,Tasa Abandono,0.7149240393208222
Pando,Total,SECUNDARIA,2022,Total,Tasa Abandono,2.6773041335815346
Pando,Público,Total,2022,Total,Tasa Abandono,2.9270880774522103
Pando,Privado,Total,2022,Total,Tasa Abandono,0.6308614335941418
Chuquisaca,Total,Total,2022,Total,Tasa Abandono,3.702194919258898
Chuquisaca,Público,Total,2022,Total,Tasa Abandono,4.015471799946019
Chuquisaca,Privado,Total,2022,Total,Tasa Abandono,0.6915629322268321
La Paz,Total,Total,2022,Total,Tasa Abandono,2.08083794184356
La Paz,Público,Total,2022,Total,Tasa Abandono,2.326653856711492
La Paz,Privado,Total,2022,Total,Tasa Abandono,0.43011281244623645
Cochabamba,Total,Total,2022,Total,Tasa Abandono,2.483815850684112
Cochabamba,Público,Total,2022,Total,Tasa Abandono,2.7098212764300054
Cochabamba,Privado,Total,2022,Total,Tasa Abandono,0.5973667100130069
Oruro,Total,Total,2022,Total,Tasa Abandono,2.483251901475843
Oruro,Público,Total,2022,Total,Tasa Abandono,2.679993409852274
Oruro,Privado,Total,2022,Total,Tasa Abandono,0.30413625304136277
Potosí,Total,Total,2022,Total,Tasa Abandono,3.8531751954717017
Potosí,Público,Total,2022,Total,Tasa Abandono,4.0004305396096775
Potosí,Privado,Total,2022,Total,Tasa Abandono,0.31600114909508775
Tarija,Total,Total,2022,Total,Tasa Abandono,2.3654805515159345
Tarija,Público,Total,2022,Total,Tasa Abandono,2.527176069189881
Tarija,Privado,Total,2022,Total,Tasa Abandono,0.28125799028381526
Santa Cruz,Total,Total,2022,Total,Tasa Abandono,2.523626512096764
Santa Cruz,Público,Total,2022,Total,Tasa Abandono,2.7578999895136946
Santa Cruz,Privado,Total,2022,Total,Tasa Abandono,0.9391278828046671
Beni,Total,Total,2022,Total,Tasa Abandono,4.466913674296187
Beni,Público,Total,2022,Total,Tasa Abandono,4.807293042920263
Beni,Privado,Total,2022,Total,Tasa Abandono,0.6909547738693471
Pando,Total,Total,2022,Total,Tasa Abandono,5.681733561694849
Pando,Público,Total,2022,Total,Tasa Abandono,6.064237775647194
Pando,Privado,Total,2022,Total,Tasa Abandono,0.43811610076670326
BOLIVIA,Total,Total,2022,Hombres,Tasa Abandono,2.0272932244763
BOLIVIA,Público,Total,2022,Hombres,Tasa Abandono,2.155608647014227
BOLIVIA,Privado,Total,2022,Hombres,Tasa Abandono,0.8865633330042447
Chuquisaca,Total,Total,2022,Hombres,Tasa Abandono,2.4524052688087474
Chuquisaca,Público,Total,2022,Hombres,Tasa Abandono,2.631239704934465
Chuquisaca,Privado,Total,2022,Hombres,Tasa Abandono,0.5488641561213597
La Paz,Total,Total,2022,Hombres,Tasa Abandono,1.6741239756673738
La Paz,Público,Total,2022,Hombres,Tasa Abandono,1.8123156730963355
La Paz,Privado,Total,2022,Hombres,Tasa Abandono,0.6764104571751678
Cochabamba,Total,Total,2022,Hombres,Tasa Abandono,1.8371004145637482
Cochabamba,Público,Total,2022,Hombres,Tasa Abandono,1.9619436465545215
Cochabamba,Privado,Total,2022,Hombres,Tasa Abandono,0.7690204388543289
Oruro,Total,Total,2022,Hombres,Tasa Abandono,1.8335201947004272
Oruro,Público,Total,2022,Hombres,Tasa Abandono,1.9368627276370336
Oruro,Privado,Total,2022,Hombres,Tasa Abandono,0.6248915118902969
Potosí,Total,Total,2022,Hombres,Tasa Abandono,2.4242798644450616
Potosí,Público,Total,2022,Hombres,Tasa Abandono,2.4815254082656715
Potosí,Privado,Total,2022,Hombres,Tasa Abandono,0.7293354943273902
Tarija,Total,Total,2022,Hombres,Tasa Abandono,1.8238895438855633
Tarija,Público,Total,2022,Hombres,Tasa Abandono,1.9310155031648475
Tarija,Privado,Total,2022,Hombres,Tasa Abandono,0.4205888243540958
Santa Cruz,Total,Total,2022,Hombres,Tasa Abandono,2.0730129300771583
Santa Cruz,Público,Total,2022,Hombres,Tasa Abandono,2.1781446347172797
Santa Cruz,Privado,Total,2022,Hombres,Tasa Abandono,1.288728223352325
Beni,Total,Total,2022,Hombres,Tasa Abandono,3.135338728559082
Beni,Público,Total,2022,Hombres,Tasa Abandono,3.314523639949579
Beni,Privado,Total,2022,Hombres,Tasa Abandono,0.7890961262553811
Pando,Total,Total,2022,Hombres,Tasa Abandono,3.68489924103639
Pando,Público,Total,2022,Hombres,Tasa Abandono,3.8307349665924404
Pando,Privado,Total,2022,Hombres,Tasa Abandono,1.3973799126637558
Pando,Total,INICIAL,2022,Hombres,Tasa Abandono,1.717459621428055
Pando,Público,Total,2022,Hombres,Tasa Abandono,1.6745070626538783
Pando,Privado,Total,2022,Hombres,Tasa Abandono,2.074819239232948
Chuquisaca,Total,Total,2022,Hombres,Tasa Abandono,1.574344023323614
Chuquisaca,Público,Total,2022,Hombres,Tasa Abandono,1.603940388987118
Chuquisaca,Privado,Total,2022,Hombres,Tasa Abandono,1.2176560121765605
La Paz,Total,Total,2022,Hombres,Tasa Abandono,1.585216325100713
La Paz,Público,Total,2022,Hombres,Tasa Abandono,1.5765932735315187
La Paz,Privado,Total,2022,Hombres,Tasa Abandono,1.6522574447646499
Cochabamba,Total,Total,2022,Hombres,Tasa Abandono,1.6739446870451284
Cochabamba,Público,Total,2022,Hombres,Tasa Abandono,1.6624411445128557
Cochabamba,Privado,Total,2022,Hombres,Tasa Abandono,1.7535070140280575
Oruro,Total,Total,2022,Hombres,Tasa Abandono,1.6207984335907744
Oruro,Público,Total,2022,Hombres,Tasa Abandono,1.6320820704126864
Oruro,Privado,Total,2022,Hombres,Tasa Abandono,1.4634146341463417
Potosí,Total,Total,2022,Hombres,Tasa Abandono,1.4015884669291883
Potosí,Público,Total,2022,Hombres,Tasa Abandono,1.370334664646743
Potosí,Privado,Total,2022,Hombres,Tasa Abandono,2.3861171366594367
Tarija,Total,Total,2022,Hombres,Tasa Abandono,1.4113118785416434
Tarija,Público,Total,2022,Hombres,Tasa Abandono,1.387614678899081
Tarija,Privado,Total,2022,Hombres,Tasa Abandono,1.7377567140600312
Santa Cruz,Total,Total,2022,Hombres,Tasa Abandono,1.937179432834554
Santa Cruz,Público,Total,2022,Hombres,Tasa Abandono,1.8089065233999575
Santa Cruz,Privado,Total,2022,Hombres,Tasa Abandono,2.725208175624525
Beni,Total,Total,2022,Hombres,Tasa Abandono,1.9859282796187026
Beni,Público,Total,2022,Hombres,Tasa Abandono,1.9910403185664511
Beni,Privado,Total,2022,Hombres,Tasa Abandono,1.93298969072165
Pando,Total,Total,2022,Hombres,Tasa Abandono,3.4702832070203415
Pando,Público,Total,2022,Hombres,Tasa Abandono,3.4249471458773773
Pando,Privado,Total,2022,Hombres,Tasa Abandono,4.225352112676056
Pando,Total,PRIMARIA,2022,Hombres,Tasa Abandono,1.2704504197073632
Pando,Público,Total,2022,Hombres,Tasa Abandono,1.3250642167866018
Pando,Privado,Total,2022,Hombres,Tasa Abandono,0.7407185718347359
Chuquisaca,Total,Total,2022,Hombres,Tasa Abandono,1.098084544253633
Chuquisaca,Público,Total,2022,Hombres,Tasa Abandono,1.1714653803517399
Chuquisaca,Privado,Total,2022,Hombres,Tasa Abandono,0.27036160865157144
La Paz,Total,Total,2022,Hombres,Tasa Abandono,1.0903735096870264
La Paz,Público,Total,2022,Hombres,Tasa Abandono,1.1504092612225845
La Paz,Privado,Total,2022,Hombres,Tasa Abandono,0.6326253953908721
Cochabamba,Total,Total,2022,Hombres,Tasa Abandono,0.9962063966937001
Cochabamba,Público,Total,2022,Hombres,Tasa Abandono,1.0456679470764012
Cochabamba,Privado,Total,2022,Hombres,Tasa Abandono,0.5342050709615681
Oruro,Total,Total,2022,Hombres,Tasa Abandono,1.092341670148633
Oruro,Público,Total,2022,Hombres,Tasa Abandono,1.1120449990301893
Oruro,Privado,Total,2022,Hombres,Tasa Abandono,0.8553654743390353
Potosí,Total,Total,2022,Hombres,Tasa Abandono,1.2539598732840556
Potosí,Público,Total,2022,Hombres,Tasa Abandono,1.277961486092204
Potosí,Privado,Total,2022,Hombres,Tasa Abandono,0.49321824907521594
Tarija,Total,Total,2022,Hombres,Tasa Abandono,1.2494395456583494
Tarija,Público,Total,2022,Hombres,Tasa Abandono,1.3216565617682003
Tarija,Privado,Total,2022,Hombres,Tasa Abandono,0.26292725679228746
Santa Cruz,Total,Total,2022,Hombres,Tasa Abandono,1.4744907313589775
Santa Cruz,Público,Total,2022,Hombres,Tasa Abandono,1.5177265933971034
Santa Cruz,Privado,Total,2022,Hombres,Tasa Abandono,1.1088295687885041
Beni,Total,Total,2022,Hombres,Tasa Abandono,2.069120063741846
Beni,Público,Total,2022,Hombres,Tasa Abandono,2.180429189103151
Beni,Privado,Total,2022,Hombres,Tasa Abandono,0.3654080389768579
Pando,Total,Total,2022,Hombres,Tasa Abandono,1.8765935747067888
Pando,Público,Total,2022,Hombres,Tasa Abandono,1.9243243243243286
Pando,Privado,Total,2022,Hombres,Tasa Abandono,1.0810810810810814
Pando,Total,SECUNDARIA,2022,Hombres,Tasa Abandono,3.0052005517078695
Pando,Público,Total,2022,Hombres,Tasa Abandono,3.2862442318763034
Pando,Privado,Total,2022,Hombres,Tasa Abandono,0.6906788646208868
Chuquisaca,Total,Total,2022,Hombres,Tasa Abandono,4.255792518195968
Chuquisaca,Público,Total,2022,Hombres,Tasa Abandono,4.624824684431958
Chuquisaca,Privado,Total,2022,Hombres,Tasa Abandono,0.6795786612300379
La Paz,Total,Total,2022,Hombres,Tasa Abandono,2.3242626853023154
La Paz,Público,Total,2022,Hombres,Tasa Abandono,2.6005371530886205
La Paz,Privado,Total,2022,Hombres,Tasa Abandono,0.4746835443037999
Cochabamba,Total,Total,2022,Hombres,Tasa Abandono,2.8027427141371564
Cochabamba,Público,Total,2022,Hombres,Tasa Abandono,3.0572319119304856
Cochabamba,Privado,Total,2022,Hombres,Tasa Abandono,0.691606413077648
Oruro,Total,Total,2022,Hombres,Tasa Abandono,2.713623969249982
Oruro,Público,Total,2022,Hombres,Tasa Abandono,2.946348465817335
Oruro,Privado,Total,2022,Hombres,Tasa Abandono,0.19425019425019424
Potosí,Total,Total,2022,Hombres,Tasa Abandono,4.132724021458365
Potosí,Público,Total,2022,Hombres,Tasa Abandono,4.267594670085619
Potosí,Privado,Total,2022,Hombres,Tasa Abandono,0.49413218035824585
Tarija,Total,Total,2022,Hombres,Tasa Abandono,2.660287774999085
Tarija,Público,Total,2022,Hombres,Tasa Abandono,2.861286403010231
Tarija,Privado,Total,2022,Hombres,Tasa Abandono,0.19249278152069302
Santa Cruz,Total,Total,2022,Hombres,Tasa Abandono,2.889453525921869
Santa Cruz,Público,Total,2022,Hombres,Tasa Abandono,3.1640891312928563
Santa Cruz,Privado,Total,2022,Hombres,Tasa Abandono,1.017463190334101
Beni,Total,Total,2022,Hombres,Tasa Abandono,4.9233470655771026
Beni,Público,Total,2022,Hombres,Tasa Abandono,5.271840744949947
Beni,Privado,Total,2022,Hombres,Tasa Abandono,0.8557980316645268
Pando,Total,Total,2022,Hombres,Tasa Abandono,6.3742087442955935
Pando,Público,Total,2022,Hombres,Tasa Abandono,6.761229314420801
Pando,Privado,Total,2022,Hombres,Tasa Abandono,0.8928571428571428
BOLIVIA,Total,Total,2022,Mujeres,Tasa Abandono,1.6233739223032173
BOLIVIA,Público,Total,2022,Mujeres,Tasa Abandono,1.7258734349188902
BOLIVIA,Privado,Total,2022,Mujeres,Tasa Abandono,0.7198846007294113
Chuquisaca,Total,Total,2022,Mujeres,Tasa Abandono,2.005022793656003
Chuquisaca,Público,Total,2022,Mujeres,Tasa Abandono,2.1425677804618344
Chuquisaca,Privado,Total,2022,Mujeres,Tasa Abandono,0.6196161402448249
La Paz,Total,Total,2022,Mujeres,Tasa Abandono,1.351967897977131
La Paz,Público,Total,2022,Mujeres,Tasa Abandono,1.467657411028533
La Paz,Privado,Total,2022,Mujeres,Tasa Abandono,0.515662105620264
Cochabamba,Total,Total,2022,Mujeres,Tasa Abandono,1.4802112008664607
Cochabamba,Público,Total,2022,Mujeres,Tasa Abandono,1.579435837781308
Cochabamba,Privado,Total,2022,Mujeres,Tasa Abandono,0.6298362425769316
Oruro,Total,Total,2022,Mujeres,Tasa Abandono,1.4936604620124718
Oruro,Público,Total,2022,Mujeres,Tasa Abandono,1.5872527607739315
Oruro,Privado,Total,2022,Mujeres,Tasa Abandono,0.36948087936449286
Potosí,Total,Total,2022,Mujeres,Tasa Abandono,2.0631011570094424
Potosí,Público,Total,2022,Mujeres,Tasa Abandono,2.122534709175172
Potosí,Privado,Total,2022,Mujeres,Tasa Abandono,0.445726271630834
Tarija,Total,Total,2022,Mujeres,Tasa Abandono,1.4294556279289117
Tarija,Público,Total,2022,Mujeres,Tasa Abandono,1.5109412990621678
Tarija,Privado,Total,2022,Mujeres,Tasa Abandono,0.28761061946902666
Santa Cruz,Total,Total,2022,Mujeres,Tasa Abandono,1.6240175904041345
Santa Cruz,Público,Total,2022,Mujeres,Tasa Abandono,1.6970861351264772
Santa Cruz,Privado,Total,2022,Mujeres,Tasa Abandono,1.0842717796290904
Beni,Total,Total,2022,Mujeres,Tasa Abandono,2.4398099685965025
Beni,Público,Total,2022,Mujeres,Tasa Abandono,2.5848916786539244
Beni,Privado,Total,2022,Mujeres,Tasa Abandono,0.6852925672113883
Pando,Total,Total,2022,Mujeres,Tasa Abandono,2.863688430698739
Pando,Público,Total,2022,Mujeres,Tasa Abandono,3.0126788414563195
Pando,Privado,Total,2022,Mujeres,Tasa Abandono,0.6145741878841087
Pando,Total,INICIAL,2022,Mujeres,Tasa Abandono,1.4828507589892423
